是否必填			1	1	1	1	1	1	1	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接类型	过程连接尺寸	过程连接材质	额定量程	信号输出	显示及操作	电缆入口	认证	填充油	毛细管	结构材料
229	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA27	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
230	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA21	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
231	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA22	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
232	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA23	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
233	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA24	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
234	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA25	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
235	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA26	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
236	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA27	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
237	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA21	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
238	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA22	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
239	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA23	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
240	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA24	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
241	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA25	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
242	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA26	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
243	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA27	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
244	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA21	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
245	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA22	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
246	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA23	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
247	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA24	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
248	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA25	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
249	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA26	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
250	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA27	横河川仪	EJA118E	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	无认证	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
251	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
252	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
253	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
254	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
255	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
256	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
257	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
258	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
259	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
260	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
261	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
262	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
263	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
264	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
265	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
266	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
267	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
268	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
269	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
270	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
271	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
272	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2TW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
273	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2TW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
274	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2TW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
275	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2TW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
276	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2TW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
277	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2TW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
278	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2TW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
279	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2UW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
280	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2UW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
281	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2UW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
282	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2UW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
283	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2UW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
284	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2UW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
285	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2UW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
286	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23B2SW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
287	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23B2SW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
