是否必填			1	1	1	1	1	1	1	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接类型	过程连接尺寸	过程连接材质	额定量程	信号输出	显示及操作	电缆入口	认证	填充油	毛细管	结构材料
288	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23B2SW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
289	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23B2SW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
290	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23B2SW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
291	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23B2SW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
292	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23B2SW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
293	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
294	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
295	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
296	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
297	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
298	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
299	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH23C2SW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
300	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
301	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
302	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
303	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
304	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
305	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
306	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2HW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
307	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
308	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
309	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
310	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
311	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
312	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
313	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2TW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钽;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
314	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA21/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
315	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA22/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
316	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA23/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
317	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA24/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
318	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA25/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:316L SST
319	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA26/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:316L SST
320	双法兰液位变送器	EJA118E-JMSCG-919EA-WH23C2UW00-BA27/NF2	横河川仪	EJA118E/NF	平法兰HG20592 PN10/16	3-inch(80mm)	法兰:316 SST,膜片和其它：钛;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:316L SST
321	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA21/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
322	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA22/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
323	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA23/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
324	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA24/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
325	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA25/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
326	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA26/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
327	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22B2SW00-BA27/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:304 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
328	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA21/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
329	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA22/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
330	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA23/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
331	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA24/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
332	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA25/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出5m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
333	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA26/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出6m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
334	双法兰液位变送器	EJA118E-JMSCJ-919EA-WH22C2SW00-BA27/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其它：316 SST;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出7m	容室法兰\螺栓\螺母:B7(普通场合选用此即可)
335	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA21/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出1m	容室法兰\螺栓\螺母:316L SST
336	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA22/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出2m	容室法兰\螺栓\螺母:316L SST
337	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA23/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出3m	容室法兰\螺栓\螺母:316L SST
338	双法兰液位变送器	EJA118E-JMSCG-919EA-WH22C2HW00-BA24/KF22	横河川仪	EJA118E/KF	平法兰HG20592 PN10/16	2-inch(50mm)	法兰:316 SST,膜片和其他：哈氏合金C-276;	1kPa至100kPa(4至400inH2O)	2线,4~20mA HART	本地显示及操作	M20内螺纹，两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	普通型(硅油)-30~210℃	隔膜密封侧面引出4m	容室法兰\螺栓\螺母:316L SST
