是否必填			1	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	电机功率	相数及电压	通讯代号	EMC滤波器	备注
279	低压变频器	FC-302-N160-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	160kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
280	低压变频器	FC-302-N200-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	200kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
281	低压变频器	FC-302-N250-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	250kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
282	低压变频器	FC-302-N315-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	315kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
283	低压变频器	FC-302-PK37-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	0.37kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
284	低压变频器	FC-302-PK55-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	0.55kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
285	低压变频器	FC-302-PK75-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	0.75kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
286	低压变频器	FC-302-P1K1-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	1.1kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
287	低压变频器	FC-302-P1K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	1.5kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
288	低压变频器	FC-302-P2K2-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	2.2kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
289	低压变频器	FC-302-P3K0-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	3.0kW 	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
290	低压变频器	FC-302-P4K0-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	4.0kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
291	低压变频器	FC-302-P5K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	5.5kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
292	低压变频器	FC-302-P7K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	7.5kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
293	低压变频器	FC-302-P11K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	11kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
294	低压变频器	FC-302-P15K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	15kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
295	低压变频器	FC-302-P18K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	18.5kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
296	低压变频器	FC-302-P22K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	22kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
297	低压变频器	FC-302-P30K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	30kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
298	低压变频器	FC-302-P37K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	37kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
299	低压变频器	FC-302-P45K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	45kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
300	低压变频器	FC-302-P55K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	55kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
301	低压变频器	FC-302-P75K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	75kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
302	低压变频器	FC-302-PK37-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	0.37kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
303	低压变频器	FC-302-PK55-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	0.55kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
304	低压变频器	FC-302-PK75-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	0.75kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
305	低压变频器	FC-302-P1K1-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	1.1kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
306	低压变频器	FC-302-P1K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	1.5kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
307	低压变频器	FC-302-P2K2-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	2.2kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
308	低压变频器	FC-302-P3K0-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	3.0kW 	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
309	低压变频器	FC-302-P4K0-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	4.0kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
310	低压变频器	FC-302-P5K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	5.5kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
311	低压变频器	FC-302-P7K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	7.5kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
312	低压变频器	FC-302-P11K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	11kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
313	低压变频器	FC-302-P15K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	15kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
314	低压变频器	FC-302-P18K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	18.5kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
315	低压变频器	FC-302-P22K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	22kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
316	低压变频器	FC-302-P30K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	30kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
317	低压变频器	FC-302-P37K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	37kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
318	低压变频器	FC-302-P45K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	45kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
319	低压变频器	FC-302-P55K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	55kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
320	低压变频器	FC-302-P75K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	75kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
321	低压变频器	FC-302-PK37-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	0.37kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
322	低压变频器	FC-302-PK55-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	0.55kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
323	低压变频器	FC-302-PK75-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	0.75kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
324	低压变频器	FC-302-P1K1-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	1.1kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
325	低压变频器	FC-302-P1K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	1.5kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
326	低压变频器	FC-302-P2K2-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	2.2kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
327	低压变频器	FC-302-P3K0-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	3.0kW 	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
328	低压变频器	FC-302-P4K0-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	4.0kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
329	低压变频器	FC-302-P5K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	5.5kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
330	低压变频器	FC-302-P7K5-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	7.5kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
331	低压变频器	FC-302-P11K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	11kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
332	低压变频器	FC-302-P15K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	15kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
333	低压变频器	FC-302-P18K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	18.5kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
334	低压变频器	FC-302-P22K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	22kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
335	低压变频器	FC-302-P30K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	30kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
336	低压变频器	FC-302-P37K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	37kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
337	低压变频器	FC-302-P45K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	45kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
338	低压变频器	FC-302-P55K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	55kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
339	低压变频器	FC-302-P75K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	75kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
