是否必填			1	1	1	0	0	0	0	0	1	1	0	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接	浮球式样	本体管	翻板指示器	外型结构-上端型式	外型结构-下端型式	压力范围	量程	传送器	刻度尺
171	磁翻板液位计	EFA11B1K1-3000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
172	磁翻板液位计	EFA11B1K1-3200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
173	磁翻板液位计	EFA11B1K1-3400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
174	磁翻板液位计	EFA11B1K1-3600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
175	磁翻板液位计	EFC31B1H1-0450NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	450mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
176	磁翻板液位计	EFC31B1H1-0550NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	550mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
177	磁翻板液位计	EFC31B1H1-0650NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	650mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
178	磁翻板液位计	EFC31B1H1-0750NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	750mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
179	磁翻板液位计	EFC31B1H1-0500NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
180	磁翻板液位计	EFC31B1H1-0600NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
181	磁翻板液位计	EFC31B1H1-0700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
182	磁翻板液位计	EFC31B1H1-0800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
183	磁翻板液位计	EFC31B1H1-0900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
184	磁翻板液位计	EFC31B1H1-1000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
185	磁翻板液位计	EFC31B1H1-1100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
186	磁翻板液位计	EFC31B1H1-1200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
187	磁翻板液位计	EFC31B1H1-1300NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1300mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
188	磁翻板液位计	EFC31B1H1-1400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
189	磁翻板液位计	EFC31B1H1-1500NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
190	磁翻板液位计	EFC31B1H1-1600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
191	磁翻板液位计	EFC31B1H1-1700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
192	磁翻板液位计	EFC31B1H1-1800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
193	磁翻板液位计	EFC31B1H1-1900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	1900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
194	磁翻板液位计	EFC31B1H1-2000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	2000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
195	磁翻板液位计	EFC31B1H1-2100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	2100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
196	磁翻板液位计	EFC31B1H1-2200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	2200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
197	磁翻板液位计	EFC31B1H1-2400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	2400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
198	磁翻板液位计	EFC31B1H1-2600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	2600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
199	磁翻板液位计	EFC31B1H1-2800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	2800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
200	磁翻板液位计	EFC31B1H1-3000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	3000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
201	磁翻板液位计	EFC31B1H1-3200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	3200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
202	磁翻板液位计	EFC31B1H1-3400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	3400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
203	磁翻板液位计	EFC31B1H1-3600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2580(SUS316),比重0.87	SUS316,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+塞头	-1~10kg/cm2	3600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
204	磁翻板液位计	EFG11B1K1-0450NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	450mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
205	磁翻板液位计	EFG11B1K1-0550NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	550mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
206	磁翻板液位计	EFG11B1K1-0650NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	650mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
207	磁翻板液位计	EFG11B1K1-0750NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	750mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
208	磁翻板液位计	EFG11B1K1-0500NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
209	磁翻板液位计	EFG11B1K1-0600NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
210	磁翻板液位计	EFG11B1K1-0700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
211	磁翻板液位计	EFG11B1K1-0800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
212	磁翻板液位计	EFG11B1K1-0900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
213	磁翻板液位计	EFG11B1K1-1000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
214	磁翻板液位计	EFG11B1K1-1100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
215	磁翻板液位计	EFG11B1K1-1200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
216	磁翻板液位计	EFG11B1K1-1300NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1300mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
217	磁翻板液位计	EFG11B1K1-1400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
218	磁翻板液位计	EFG11B1K1-1500NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
219	磁翻板液位计	EFG11B1K1-1600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
220	磁翻板液位计	EFG11B1K1-1700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
221	磁翻板液位计	EFG11B1K1-1800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
222	磁翻板液位计	EFG11B1K1-1900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
223	磁翻板液位计	EFG11B1K1-2000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
224	磁翻板液位计	EFG11B1K1-2100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
225	磁翻板液位计	EFG11B1K1-2200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
226	磁翻板液位计	EFG11B1K1-2400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
227	磁翻板液位计	EFG11B1K1-2600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
228	磁翻板液位计	EFG11B1K1-2800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
229	磁翻板液位计	EFG11B1K1-3000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
230	磁翻板液位计	EFG11B1K1-3200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
231	磁翻板液位计	EFG11B1K1-3400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
232	磁翻板液位计	EFG11B1K1-3600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
