是否必填			1	1	1	1	1	1	1	1	1	1	0	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接	接液材质	填充油	信号输出	显示及操作	电缆入口	防爆认证	传感器额定量程	精度	结构材料
54	静压式液位变送器	EJA210E-JHS5G-919EN-WH22C2UW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片和其他-钛;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
55	静压式液位变送器	EJA210E-JMS5J-919EN-WH23B2SW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),304 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
56	静压式液位变送器	EJA210E-JHS5J-919EN-WH23B2SW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),304 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
57	静压式液位变送器	EJA210E-JMS5J-919EN-WH23C2SW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
58	静压式液位变送器	EJA210E-JHS5J-919EN-WH23C2SW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
59	静压式液位变送器	EJA210E-JMS5G-919EN-WH23C2HW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-哈氏合金C-276;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
60	静压式液位变送器	EJA210E-JHS5G-919EN-WH23C2HW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-哈氏合金C-276;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
61	静压式液位变送器	EJA210E-JMS5G-919EN-WH23C2TW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钽;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
62	静压式液位变送器	EJA210E-JHS5G-919EN-WH23C2TW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钽;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
63	静压式液位变送器	EJA210E-JMS5G-919EN-WH23C2UW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钛;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
64	静压式液位变送器	EJA210E-JHS5G-919EN-WH23C2UW00-B/NF2	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钛;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	NEPSI Ex d IIC T4~T6 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
65	静压式液位变送器	EJA210E-JMS5J-919EN-WH22B2WW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),304 SST	膜片哈氏合金C-276; 其它316 SST;(对应DN50法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
66	静压式液位变送器	EJA210E-JHS5J-919EN-WH22B2WW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),304 SST	膜片哈氏合金C-276; 其它316 SST;(对应DN50法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
67	静压式液位变送器	EJA210E-JMS5J-919EN-WH22C2WW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片哈氏合金C-276; 其它316 SST;(对应DN50法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
68	静压式液位变送器	EJA210E-JHS5J-919EN-WH22C2WW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片哈氏合金C-276; 其它316 SST;(对应DN50法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
69	静压式液位变送器	EJA210E-JMS5G-919EN-WH22C2HW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片和其他-哈氏合金C-276;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
70	静压式液位变送器	EJA210E-JHS5G-919EN-WH22C2HW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片和其他-哈氏合金C-276;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
71	静压式液位变送器	EJA210E-JMS5G-919EN-WH22C2TW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片和其他-钽;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
72	静压式液位变送器	EJA210E-JHS5G-919EN-WH22C2TW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片和其他-钽;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
73	静压式液位变送器	EJA210E-JMS5G-919EN-WH22C2UW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片和其他-钛;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
74	静压式液位变送器	EJA210E-JHS5G-919EN-WH22C2UW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,2-inch(50mm),316 SST	膜片和其他-钛;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
75	静压式液位变送器	EJA210E-JMS5J-919EN-WH23B2SW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),304 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
76	静压式液位变送器	EJA210E-JHS5J-919EN-WH23B2SW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),304 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
77	静压式液位变送器	EJA210E-JMS5J-919EN-WH23C2SW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
78	静压式液位变送器	EJA210E-JHS5J-919EN-WH23C2SW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-316 SST;(对应DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(B7(普通场合选用此即可))
79	静压式液位变送器	EJA210E-JMS5G-919EN-WH23C2HW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-哈氏合金C-276;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
80	静压式液位变送器	EJA210E-JHS5G-919EN-WH23C2HW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-哈氏合金C-276;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
81	静压式液位变送器	EJA210E-JMS5G-919EN-WH23C2TW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钽;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
82	静压式液位变送器	EJA210E-JHS5G-919EN-WH23C2TW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钽;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
83	静压式液位变送器	EJA210E-JMS5G-919EN-WH23C2UW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钛;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	1kPa至100kPa(4至400inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
84	静压式液位变送器	EJA210E-JHS5G-919EN-WH23C2UW00-B/KF22	横河川仪	EJA210E	平法兰,HG20592 PN10/16,3-inch(80mm),316 SST	膜片和其他-钛;(对应DN50和DN80法兰)	硅油-40~120℃	2线,4~20mA HART	本地显示及操作	M20内螺纹,两个电气接口带一个盲塞	ATEX 2D Exd IIC T6~T4 Gb	5kPa至500kPa(20至2000inH2O)		膜盒低压侧(ASTM CF-8M(法兰和过程接头);膜片哈氏合金C-276; 其它F316L SST) 低压侧过程连接(无过程接头(容室法兰上有1/4 NPT 内螺纹)) 容室法兰螺栓螺母材质(316L SST)
85	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3KFFWGGDA00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
86	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3KFFWGGDA00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
87	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3KFFWGGDB00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
88	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3KFFWGGDB00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
89	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3KFFWGGDC00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
90	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3KFFWGGDC00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
91	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3KFFWJGDA00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
92	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3KFFWJGDA00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
93	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3KFFWJGDB00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
94	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3KFFWJGDB00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
95	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3KFFWJGDC00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
96	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3KFFWJGDC00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20592)	钽 接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
97	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3GFFWG1DA00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
98	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3GFFWG1DA00	艾默生	3051DG+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
99	静压式液位变送器	3051DG2A22A1BS1M5D4C1HR5+1199WDAB3GFFW71DA00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20615)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
100	静压式液位变送器	3051DG3A22A1BS1M5D4C1HR5+1199WDAB3GFFW71DA00	艾默生	3051DG+1199	平齐式法兰密封件,DN80(HG20615)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	无认证	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
101	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWGGDA00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
102	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWGGDA00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	全部316L SST材质	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
103	静压式液位变送器	3051DG2A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWGGDB00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-62.2kPa至62.2kPa(-250至250inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
104	静压式液位变送器	3051DG3A22A1BS1M5D4C1E3HR5+1199WDAB3KFFWGGDB00	艾默生	3051DG E3+1199	平齐式法兰密封件,2寸、DN50(HG20615、HG20592)	C-276接液部件;316L SST上套及法兰	硅油	2线,4~20mA HART	现场显示和模拟零点和量程调整	M20*1.5	中国防火(ExdIICT4/T6)	-97.9kPa至248kPa(-393至1000inH2O)		共平面式316法兰,316排气阀,隔膜316L SST
